date,year,month,day,portid,portname,n_container,n_dry_bulk,n_general_cargo,n_roro,n_tanker,n_cargo,n_total,capacity_container,capacity_dry_bulk,capacity_general_cargo,capacity_roro,capacity_tanker,capacity_cargo,capacity,ObjectId
2024-07-11,2024,7,11,chokepoint6,Strait of Hormuz,23,23,7,4,70,57,127,757666,963110,14098,21252,2983250,1756127,4739377,14877
2024-07-12,2024,7,12,chokepoint6,Strait of Hormuz,20,12,6,2,59,40,99,540365,754815,14618,2346,2988283,1312145,4300428,14880
2024-07-13,2024,7,13,chokepoint6,Strait of Hormuz,20,19,8,3,64,50,114,561782,461692,43088,9848,2945223,1076410,4021634,14883
2024-07-14,2024,7,14,chokepoint6,Strait of Hormuz,18,13,6,2,69,39,108,337878,459868,29537,8114,3161056,835398,3996455,14886
2024-07-15,2024,7,15,chokepoint6,Strait of Hormuz,10,14,5,3,63,32,95,237496,562862,22167,4773,2560556,827300,3387856,14889
2024-07-16,2024,7,16,chokepoint6,Strait of Hormuz,19,11,6,6,64,42,106,458717,437953,38445,14093,2316692,949210,3265902,14892
2024-07-17,2024,7,17,chokepoint6,Strait of Hormuz,16,23,8,4,68,51,119,444579,805855,48953,6630,4240064,1306020,5546084,14895
2024-07-18,2024,7,18,chokepoint6,Strait of Hormuz,18,12,8,3,55,41,96,492676,520869,58864,3648,2268837,1076059,3344896,14898
2024-07-19,2024,7,19,chokepoint6,Strait of Hormuz,17,13,6,1,59,37,96,292516,601456,49708,0,3248679,943681,4192360,14901
2024-07-20,2024,7,20,chokepoint6,Strait of Hormuz,19,14,2,2,59,37,96,430096,528484,3749,0,1655505,962330,2617835,14904
2024-07-21,2024,7,21,chokepoint6,Strait of Hormuz,19,19,3,4,60,45,105,701443,749474,14205,9479,4034829,1474603,5509432,14907
2024-07-22,2024,7,22,chokepoint6,Strait of Hormuz,15,14,7,0,53,36,89,639455,469568,64502,0,1990716,1173526,3164243,14910
2024-07-23,2024,7,23,chokepoint6,Strait of Hormuz,24,20,2,1,59,47,106,772842,731363,5010,0,3543176,1509215,5052392,14913
2024-07-24,2024,7,24,chokepoint6,Strait of Hormuz,17,12,3,3,62,35,97,480444,473409,8396,8820,2655814,971070,3626885,14917
2024-07-25,2024,7,25,chokepoint6,Strait of Hormuz,16,16,5,6,71,43,114,510994,301527,43172,15496,3806757,871189,4677947,14920
2024-07-26,2024,7,26,chokepoint6,Strait of Hormuz,16,8,7,5,44,36,80,340985,285021,20495,14254,2414648,660757,3075406,14923
2024-07-27,2024,7,27,chokepoint6,Strait of Hormuz,19,12,3,3,67,37,104,706537,372108,5779,11877,3003871,1096303,4100174,14926
2024-07-28,2024,7,28,chokepoint6,Strait of Hormuz,20,19,4,2,57,45,102,486886,729992,8701,0,2672859,1225579,3898439,14929
2024-07-29,2024,7,29,chokepoint6,Strait of Hormuz,18,14,6,4,67,42,109,600593,616356,43765,13188,2901690,1273904,4175594,14932
2024-07-30,2024,7,30,chokepoint6,Strait of Hormuz,16,22,3,4,46,45,91,455824,779759,8390,9351,2356111,1253325,3609436,14935
2024-07-31,2024,7,31,chokepoint6,Strait of Hormuz,15,6,3,3,63,27,90,354622,260143,18588,5354,1678450,638708,2317158,14938
2024-08-01,2024,8,1,chokepoint6,Strait of Hormuz,21,20,8,6,50,55,105,506968,481000,43391,11446,2628665,1042807,3671473,14941
2024-08-02,2024,8,2,chokepoint6,Strait of Hormuz,19,13,3,4,61,39,100,498856,346753,3409,6717,2335400,855737,3191137,14944
2024-08-03,2024,8,3,chokepoint6,Strait of Hormuz,20,19,5,4,64,48,112,491400,591552,23943,6867,3356709,1113763,4470472,14947
2024-08-04,2024,8,4,chokepoint6,Strait of Hormuz,19,12,4,4,58,39,97,535017,294030,2279,6638,1970297,837966,2808263,14950
2024-08-05,2024,8,5,chokepoint6,Strait of Hormuz,20,17,5,2,56,44,100,700316,708912,41983,9928,1904556,1461140,3365697,14953
2024-08-06,2024,8,6,chokepoint6,Strait of Hormuz,20,8,4,3,59,35,94,678245,215485,30297,3371,2852325,927399,3779725,14956
2024-08-07,2024,8,7,chokepoint6,Strait of Hormuz,15,16,3,4,59,38,97,342965,375288,8059,20192,3201996,746506,3948503,14959
2024-08-08,2024,8,8,chokepoint6,Strait of Hormuz,16,9,1,4,67,30,97,452073,734126,4725,6092,2948873,1197017,4145891,14962
2024-08-09,2024,8,9,chokepoint6,Strait of Hormuz,11,21,5,2,58,39,97,227993,847655,13346,4577,3039807,1093573,4133380,14965
2024-08-10,2024,8,10,chokepoint6,Strait of Hormuz,18,20,6,3,70,47,117,423331,997363,44150,6209,3402658,1471056,4873714,14966
2024-08-11,2024,8,11,chokepoint6,Strait of Hormuz,21,19,2,2,54,44,98,461450,693188,44085,11494,2282031,1210218,3492249,14967
2024-08-12,2024,8,12,chokepoint6,Strait of Hormuz,11,20,6,4,67,41,108,314013,706732,16701,2923,2779772,1040370,3820143,14968
2024-08-13,2024,8,13,chokepoint6,Strait of Hormuz,14,8,8,6,57,36,93,417554,367856,62767,11150,3539626,859329,4398956,14969
2024-08-14,2024,8,14,chokepoint6,Strait of Hormuz,23,15,5,3,52,46,98,628843,682699,12380,3857,2141224,1327781,3469005,14970
2024-08-15,2024,8,15,chokepoint6,Strait of Hormuz,13,5,3,3,49,24,73,380350,205306,0,3818,2806548,589475,3396024,14971
2024-08-16,2024,8,16,chokepoint6,Strait of Hormuz,14,15,8,2,48,39,87,651887,523761,56866,4091,2500269,1236606,3736876,14973
2024-08-17,2024,8,17,chokepoint6,Strait of Hormuz,11,12,2,1,46,26,72,257712,289825,20936,0,3161159,568474,3729634,14977
2024-08-18,2024,8,18,chokepoint6,Strait of Hormuz,17,6,1,2,50,26,76,523019,136567,5369,4563,3210113,669520,3879634,14980
2024-08-19,2024,8,19,chokepoint6,Strait of Hormuz,17,21,7,1,53,46,99,408285,772924,21619,0,2868686,1202829,4071515,14983
2024-08-20,2024,8,20,chokepoint6,Strait of Hormuz,18,9,1,1,47,29,76,424079,483012,0,0,2539623,907092,3446716,14986
2024-08-21,2024,8,21,chokepoint6,Strait of Hormuz,18,19,5,3,53,45,98,437086,440796,5435,7257,2536932,890575,3427508,14989
2024-08-22,2024,8,22,chokepoint6,Strait of Hormuz,20,18,6,5,48,49,97,679947,705690,87476,7165,1984419,1480279,3464699,14992
2024-08-23,2024,8,23,chokepoint6,Strait of Hormuz,25,17,8,6,50,56,106,589457,538423,40505,12848,2722342,1181234,3903577,14995
2024-08-24,2024,8,24,chokepoint6,Strait of Hormuz,21,16,4,1,78,42,120,671049,505850,18754,0,3008245,1195654,4203899,14998
2024-08-25,2024,8,25,chokepoint6,Strait of Hormuz,16,18,5,4,58,43,101,351307,868765,24078,0,2808312,1244151,4052463,15001
2024-08-26,2024,8,26,chokepoint6,Strait of Hormuz,18,24,8,6,63,56,119,620284,768342,33690,10974,2728379,1433292,4161671,15003
2024-08-27,2024,8,27,chokepoint6,Strait of Hormuz,23,11,3,3,75,40,115,542204,387917,18908,8526,2997932,957556,3955488,15006
2024-08-28,2024,8,28,chokepoint6,Strait of Hormuz,21,22,4,4,81,51,132,469760,906729,33231,5924,3872663,1415646,5288310,15009
2024-08-29,2024,8,29,chokepoint6,Strait of Hormuz,18,18,2,3,66,41,107,441128,597048,1620,0,1869403,1039797,2909200,15012
2024-08-30,2024,8,30,chokepoint6,Strait of Hormuz,15,21,4,4,62,44,106,360718,857370,48163,1801,2890106,1268054,4158161,15015
2024-08-31,2024,8,31,chokepoint6,Strait of Hormuz,13,12,5,1,58,31,89,133079,513250,32513,0,2566342,678843,3245186,15016
2024-09-01,2024,9,1,chokepoint6,Strait of Hormuz,24,13,5,3,50,45,95,556293,453548,39617,11087,1963155,1060546,3023702,15017
2024-09-02,2024,9,2,chokepoint6,Strait of Hormuz,18,18,3,4,55,43,98,568848,591032,6224,19366,2105800,1185471,3291272,15018
2024-09-03,2024,9,3,chokepoint6,Strait of Hormuz,22,14,5,4,83,45,128,608749,401210,22630,6153,3801417,1038742,4840160,15019
2024-09-04,2024,9,4,chokepoint6,Strait of Hormuz,14,21,3,6,74,44,118,367252,515707,7622,11024,3438014,901606,4339620,15020
2024-09-05,2024,9,5,chokepoint6,Strait of Hormuz,17,18,2,2,62,39,101,463753,591993,18277,4318,3055058,1078343,4133402,15021
2024-09-06,2024,9,6,chokepoint6,Strait of Hormuz,29,14,4,4,60,51,111,796153,702257,17048,8651,3081267,1524110,4605377,15022
2024-09-07,2024,9,7,chokepoint6,Strait of Hormuz,19,16,4,5,67,44,111,499068,651738,16588,14253,2272438,1181649,3454087,15024
2024-09-08,2024,9,8,chokepoint6,Strait of Hormuz,19,22,1,2,51,44,95,651855,1153524,10211,9479,1463154,1825072,3288227,15028
2024-09-09,2024,9,9,chokepoint6,Strait of Hormuz,15,17,4,5,66,41,107,364647,559319,16308,4550,3179882,944826,4124709,15031
2024-09-10,2024,9,10,chokepoint6,Strait of Hormuz,19,18,8,4,67,49,116,678209,740955,76790,6149,3337270,1502105,4839376,15034
2024-09-11,2024,9,11,chokepoint6,Strait of Hormuz,16,13,6,5,56,40,96,266157,623089,26574,3317,2506369,919138,3425507,15037
2024-09-12,2024,9,12,chokepoint6,Strait of Hormuz,18,23,3,1,66,45,111,472236,1132159,5710,0,2577820,1610106,4187927,15040
2024-09-13,2024,9,13,chokepoint6,Strait of Hormuz,20,24,3,6,63,53,116,652632,972180,16225,19854,1755925,1660892,3416818,15043
2024-09-14,2024,9,14,chokepoint6,Strait of Hormuz,24,16,6,3,67,49,116,568887,341834,24256,2984,3283090,937963,4221054,15046
2024-09-15,2024,9,15,chokepoint6,Strait of Hormuz,20,14,11,7,57,52,109,616417,451827,51824,18762,2191239,1138831,3330070,15049
2024-09-16,2024,9,16,chokepoint6,Strait of Hormuz,17,17,7,1,55,42,97,495586,415924,40567,4336,3070749,956414,4027164,15052
2024-09-17,2024,9,17,chokepoint6,Strait of Hormuz,23,14,7,5,61,49,110,596428,802414,33969,13450,2237081,1446262,3683344,15055
2024-09-18,2024,9,18,chokepoint6,Strait of Hormuz,18,20,8,2,73,48,121,341078,850080,19240,2817,4302220,1213217,5515438,15058
2024-09-19,2024,9,19,chokepoint6,Strait of Hormuz,17,13,7,2,63,39,102,499712,359587,48608,5251,3505352,913160,4418512,15061
2024-09-20,2024,9,20,chokepoint6,Strait of Hormuz,24,14,3,5,56,46,102,605737,464017,29404,2674,1350703,1101833,2452536,15064
2024-09-21,2024,9,21,chokepoint6,Strait of Hormuz,18,17,9,2,60,46,106,422591,740657,86492,4470,2443045,1254213,3697258,15072
2024-09-22,2024,9,22,chokepoint6,Strait of Hormuz,25,19,6,5,62,55,117,555992,423184,14792,9747,3159199,1003717,4162916,15075
2024-09-23,2024,9,23,chokepoint6,Strait of Hormuz,21,20,5,3,75,49,124,538472,828340,14465,7987,4446630,1389265,5835896,15078
2024-09-24,2024,9,24,chokepoint6,Strait of Hormuz,14,16,5,7,63,42,105,597579,685198,18664,14541,2074486,1315984,3390470,15081
2024-09-25,2024,9,25,chokepoint6,Strait of Hormuz,18,15,8,0,66,41,107,555907,598757,22878,0,4265577,1177544,5443121,15084
2024-09-26,2024,9,26,chokepoint6,Strait of Hormuz,16,17,5,4,56,42,98,391407,572214,29863,10329,1490436,1003814,2494250,15087
2024-09-27,2024,9,27,chokepoint6,Strait of Hormuz,27,20,10,5,52,62,114,725328,831729,57462,15265,2711369,1629786,4341156,15090
2024-09-28,2024,9,28,chokepoint6,Strait of Hormuz,27,20,4,3,68,54,122,555399,716602,38142,0,2246165,1310144,3556310,15093
2024-09-29,2024,9,29,chokepoint6,Strait of Hormuz,18,17,3,0,53,38,91,356746,908987,13859,0,2764126,1279593,4043720,15096
2024-09-30,2024,9,30,chokepoint6,Strait of Hormuz,22,10,5,0,48,37,85,612879,425231,3708,0,3198291,1041819,4240110,15099
2024-10-01,2024,10,1,chokepoint6,Strait of Hormuz,17,20,3,4,59,44,103,416747,758697,27893,16952,1817784,1220290,3038074,15102
2024-10-02,2024,10,2,chokepoint6,Strait of Hormuz,28,21,6,6,68,61,129,757762,960781,43993,15752,3419473,1778290,5197764,15105
2024-10-03,2024,10,3,chokepoint6,Strait of Hormuz,15,11,8,5,53,39,92,322848,355444,31502,2627,1545925,712423,2258349,15108
2024-10-04,2024,10,4,chokepoint6,Strait of Hormuz,17,14,5,2,62,38,100,470638,482673,20886,4318,3331109,978515,4309625,15111
2024-10-05,2024,10,5,chokepoint6,Strait of Hormuz,19,16,2,5,53,42,95,574860,633985,2505,12821,3025615,1224173,4249789,15114
2024-10-06,2024,10,6,chokepoint6,Strait of Hormuz,19,10,7,1,47,37,84,441540,114412,31028,0,1949498,586981,2536480,15123
2024-10-07,2024,10,7,chokepoint6,Strait of Hormuz,18,23,5,3,73,49,122,445204,834895,16929,7032,3656017,1304062,4960079,15125
2024-10-08,2024,10,8,chokepoint6,Strait of Hormuz,18,12,8,3,69,41,110,532932,549602,21015,6010,3178274,1109560,4287835,15128
2024-10-09,2024,10,9,chokepoint6,Strait of Hormuz,24,13,6,6,56,49,105,496384,678704,26091,7289,2617453,1208470,3825923,15131
2024-10-10,2024,10,10,chokepoint6,Strait of Hormuz,19,25,5,3,65,52,117,487683,925740,21183,4394,3109942,1439001,4548944,15134
2024-10-11,2024,10,11,chokepoint6,Strait of Hormuz,21,11,6,1,63,39,102,418673,257290,41516,0,2984165,717480,3701646,15137
2024-10-12,2024,10,12,chokepoint6,Strait of Hormuz,24,13,6,5,68,48,116,574415,227784,22323,6056,3827130,830579,4657709,15140
2024-10-13,2024,10,13,chokepoint6,Strait of Hormuz,21,16,4,6,63,47,110,620148,849931,40740,14236,2513487,1525058,4038546,15143
2024-10-14,2024,10,14,chokepoint6,Strait of Hormuz,15,16,3,1,55,35,90,492977,344409,9081,0,2886094,846468,3732562,15146
2024-10-15,2024,10,15,chokepoint6,Strait of Hormuz,16,17,1,5,65,39,104,350148,687429,4495,15231,2766294,1057305,3823600,15149
2024-10-16,2024,10,16,chokepoint6,Strait of Hormuz,17,9,6,2,56,34,90,447855,300033,26468,6527,1921088,780885,2701974,15152
2024-10-17,2024,10,17,chokepoint6,Strait of Hormuz,23,12,9,7,65,51,116,526913,267876,31010,15166,2283302,840966,3124268,15155
2024-10-18,2024,10,18,chokepoint6,Strait of Hormuz,15,20,7,4,65,46,111,367632,331478,28428,21621,3508131,749160,4257292,15158
2024-10-19,2024,10,19,chokepoint6,Strait of Hormuz,26,13,2,3,57,44,101,687037,345439,3227,4434,2203735,1040139,3243874,15161
2024-10-20,2024,10,20,chokepoint6,Strait of Hormuz,20,20,5,5,53,50,103,575283,966713,10349,10238,2124415,1562585,3687000,15164
2024-10-21,2024,10,21,chokepoint6,Strait of Hormuz,14,12,3,3,46,32,78,197990,597837,42218,5097,1604720,843144,2447864,15174
2024-10-22,2024,10,22,chokepoint6,Strait of Hormuz,18,12,5,9,51,44,95,503115,543151,22186,24218,2083152,1092672,3175825,15177
2024-10-23,2024,10,23,chokepoint6,Strait of Hormuz,25,15,3,4,41,47,88,721800,768538,25848,0,2693132,1516187,4209319,15180
2024-10-24,2024,10,24,chokepoint6,Strait of Hormuz,23,19,2,5,56,49,105,555696,845856,2093,11318,2827709,1414964,4242673,15183
2024-10-25,2024,10,25,chokepoint6,Strait of Hormuz,17,18,4,4,63,43,106,418301,565440,7648,5347,3354368,996737,4351106,15186
2024-10-26,2024,10,26,chokepoint6,Strait of Hormuz,31,8,9,6,47,54,101,629846,186782,54951,2178,2006622,873758,2880381,15189
2024-10-27,2024,10,27,chokepoint6,Strait of Hormuz,21,17,2,4,57,44,101,516303,686697,58170,7265,2636396,1268437,3904833,15192
2024-10-28,2024,10,28,chokepoint6,Strait of Hormuz,13,14,3,0,48,30,78,362002,488477,12566,0,2404850,863046,3267896,15195
2024-10-29,2024,10,29,chokepoint6,Strait of Hormuz,16,13,6,6,40,41,81,402023,590128,28188,22949,1174565,1043290,2217855,15198
2024-10-30,2024,10,30,chokepoint6,Strait of Hormuz,16,17,2,6,56,41,97,425221,404842,10401,8113,1729241,848579,2577821,15201
2024-10-31,2024,10,31,chokepoint6,Strait of Hormuz,23,15,5,0,45,43,88,504238,547371,34362,0,2004900,1085972,3090872,15204
2024-11-01,2024,11,1,chokepoint6,Strait of Hormuz,21,15,8,2,63,46,109,632411,637382,15897,0,2817869,1285691,4103560,15207
2024-11-02,2024,11,2,chokepoint6,Strait of Hormuz,18,9,7,2,58,36,94,303268,259531,25770,0,2899600,588570,3488171,15210
2024-11-03,2024,11,3,chokepoint6,Strait of Hormuz,14,18,4,4,67,40,107,232589,729900,33560,5911,3367583,1001961,4369545,15213
2024-11-04,2024,11,4,chokepoint6,Strait of Hormuz,22,17,7,5,63,51,114,777338,674645,40102,18744,2806914,1510830,4317744,15218
2024-11-05,2024,11,5,chokepoint6,Strait of Hormuz,21,17,5,7,67,50,117,335176,617743,9996,4381,2993785,967298,3961083,15220
2024-11-06,2024,11,6,chokepoint6,Strait of Hormuz,20,15,2,2,56,39,95,485890,616874,3437,12991,3479097,1119192,4598290,15223
2024-11-07,2024,11,7,chokepoint6,Strait of Hormuz,27,21,3,2,59,53,112,900518,584409,6703,2897,2905463,1494529,4399992,15226
2024-11-08,2024,11,8,chokepoint6,Strait of Hormuz,15,22,5,3,60,45,105,413448,991869,40285,3150,2508327,1448754,3957081,15229
2024-11-09,2024,11,9,chokepoint6,Strait of Hormuz,22,11,5,5,59,43,102,526682,467925,10408,14081,3297389,1019099,4316488,15232
2024-11-10,2024,11,10,chokepoint6,Strait of Hormuz,26,18,5,2,55,51,106,584195,555521,19637,0,2405575,1159354,3564929,15235
2024-11-11,2024,11,11,chokepoint6,Strait of Hormuz,17,11,4,6,61,38,99,312178,366963,29327,17146,2785000,725616,3510616,15238
2024-11-12,2024,11,12,chokepoint6,Strait of Hormuz,12,18,4,2,41,36,77,435354,537551,15688,9855,2269544,998449,3267994,15241
2024-11-13,2024,11,13,chokepoint6,Strait of Hormuz,17,14,8,5,49,44,93,411318,366154,37945,5132,2283493,820550,3104043,15244
2024-11-14,2024,11,14,chokepoint6,Strait of Hormuz,15,12,6,7,56,40,96,430658,499708,18360,4949,3047167,953677,4000845,15247
2024-11-15,2024,11,15,chokepoint6,Strait of Hormuz,13,15,5,3,58,36,94,407515,594642,35996,760,2166475,1038914,3205389,15250
2024-11-16,2024,11,16,chokepoint6,Strait of Hormuz,18,22,2,0,53,42,95,469060,980631,15209,0,2349989,1464901,3814890,15253
2024-11-17,2024,11,17,chokepoint6,Strait of Hormuz,25,15,2,4,43,46,89,391423,806318,25543,8244,1839233,1231530,3070763,15256
2024-11-18,2024,11,18,chokepoint6,Strait of Hormuz,13,15,4,5,69,37,106,154338,556547,24682,25023,4152048,760593,4912641,15259
2024-11-19,2024,11,19,chokepoint6,Strait of Hormuz,18,10,7,5,49,40,89,389607,576187,49072,6680,1849160,1021548,2870709,15262
2024-11-20,2024,11,20,chokepoint6,Strait of Hormuz,14,18,6,4,62,42,104,416101,806484,23390,2060,3952791,1248037,5200829,15265
2024-11-21,2024,11,21,chokepoint6,Strait of Hormuz,22,25,5,0,49,52,101,366223,901110,30366,0,2738499,1297700,4036199,15266
2024-11-22,2024,11,22,chokepoint6,Strait of Hormuz,23,11,5,4,45,43,88,451144,346618,18479,10451,2008568,826693,2835262,15267
2024-11-23,2024,11,23,chokepoint6,Strait of Hormuz,9,19,3,3,43,34,77,142255,588348,15611,2783,1104004,749000,1853004,15268
2024-11-24,2024,11,24,chokepoint6,Strait of Hormuz,15,13,3,1,48,32,80,356929,638866,11945,3784,1696716,1011525,2708241,15269
2024-11-25,2024,11,25,chokepoint6,Strait of Hormuz,14,12,4,9,48,39,87,233950,633547,11233,22832,2775574,901563,3677137,15270
2024-11-26,2024,11,26,chokepoint6,Strait of Hormuz,15,18,6,3,50,42,92,511149,594969,51000,2504,3035716,1159623,4195340,15271
2024-11-27,2024,11,27,chokepoint6,Strait of Hormuz,13,14,2,4,53,33,86,518687,545804,28750,2940,3543280,1096182,4639463,15272
2024-11-28,2024,11,28,chokepoint6,Strait of Hormuz,13,20,4,2,61,39,100,190136,521618,35951,9744,1657436,757450,2414887,15273
2024-11-29,2024,11,29,chokepoint6,Strait of Hormuz,11,9,2,1,41,23,64,409191,424437,7338,0,1700516,840967,2541483,15274
2024-11-30,2024,11,30,chokepoint6,Strait of Hormuz,27,12,8,1,45,48,93,793566,366910,54816,0,2451976,1215293,3667269,15276
2024-12-01,2024,12,1,chokepoint6,Strait of Hormuz,11,12,3,0,40,26,66,254743,538639,10318,0,1022395,803700,1826096,15282
2024-12-02,2024,12,2,chokepoint6,Strait of Hormuz,10,12,4,4,43,30,73,287661,260447,5204,3192,1489355,556505,2045861,15285
2024-12-03,2024,12,3,chokepoint6,Strait of Hormuz,16,10,2,3,28,31,59,309217,510379,8822,5707,1202954,834126,2037080,15288
2024-12-04,2024,12,4,chokepoint6,Strait of Hormuz,21,13,1,4,49,39,88,603538,603045,1838,0,2536656,1208422,3745078,15291
2024-12-05,2024,12,5,chokepoint6,Strait of Hormuz,18,18,5,4,56,45,101,423419,658430,31110,10383,4233295,1123344,5356639,15294
2024-12-06,2024,12,6,chokepoint6,Strait of Hormuz,15,13,6,5,52,39,91,341217,365635,40655,3302,2169020,750811,2919831,15297
2024-12-07,2024,12,7,chokepoint6,Strait of Hormuz,13,14,4,2,58,33,91,380152,729271,13770,10184,3297215,1133378,4430594,15300
2024-12-08,2024,12,8,chokepoint6,Strait of Hormuz,15,17,0,1,53,33,86,368971,660531,0,2204,3435797,1031707,4467505,15303
2024-12-09,2024,12,9,chokepoint6,Strait of Hormuz,19,17,6,3,39,45,84,532749,930606,24016,14726,2035820,1502098,3537919,15306
2024-12-10,2024,12,10,chokepoint6,Strait of Hormuz,10,13,4,6,50,33,83,219072,403936,39608,10094,2953536,672711,3626247,15309
2024-12-11,2024,12,11,chokepoint6,Strait of Hormuz,21,14,6,5,50,46,96,539652,494312,16905,4886,2154506,1055756,3210262,15312
2024-12-12,2024,12,12,chokepoint6,Strait of Hormuz,14,17,6,5,56,42,98,218760,861292,20504,0,2201345,1100557,3301903,15315
2024-12-13,2024,12,13,chokepoint6,Strait of Hormuz,17,18,2,3,54,40,94,320781,553929,5839,6671,3138135,887222,4025357,15316
2024-12-14,2024,12,14,chokepoint6,Strait of Hormuz,18,9,6,1,58,34,92,395270,262173,36432,0,2912875,693875,3606751,15317
2024-12-15,2024,12,15,chokepoint6,Strait of Hormuz,15,15,8,1,43,39,82,479365,636133,28782,0,2858875,1144280,4003156,15318
2024-12-16,2024,12,16,chokepoint6,Strait of Hormuz,13,9,1,3,45,26,71,313457,308516,16655,13562,2057859,652191,2710051,15319
2024-12-17,2024,12,17,chokepoint6,Strait of Hormuz,18,13,3,3,38,37,75,590373,314589,20496,2510,1275408,927969,2203378,15320
2024-12-18,2024,12,18,chokepoint6,Strait of Hormuz,16,16,3,7,61,42,103,380847,700951,7264,10988,3247340,1100052,4347392,15321
2024-12-19,2024,12,19,chokepoint6,Strait of Hormuz,21,11,2,6,50,40,90,530249,272210,413,6457,2089721,809331,2899053,15322
2024-12-20,2024,12,20,chokepoint6,Strait of Hormuz,11,10,2,3,52,26,78,415162,377264,15147,4704,1688676,812279,2500955,15323
2024-12-21,2024,12,21,chokepoint6,Strait of Hormuz,20,13,3,1,48,37,85,502971,434959,2889,0,2524075,940820,3464895,15324
2024-12-22,2024,12,22,chokepoint6,Strait of Hormuz,10,13,2,3,32,28,60,312819,722668,33425,17129,2627049,1086043,3713093,15326
2024-12-23,2024,12,23,chokepoint6,Strait of Hormuz,9,9,6,3,30,27,57,276667,469082,23138,0,1254028,768888,2022917,15333
2024-12-24,2024,12,24,chokepoint6,Strait of Hormuz,13,15,4,5,41,37,78,431512,496211,31106,6123,1513863,964953,2478817,15336
2024-12-25,2024,12,25,chokepoint6,Strait of Hormuz,16,16,6,9,40,47,87,269921,642644,25781,23059,2683873,961407,3645281,15339
2024-12-26,2024,12,26,chokepoint6,Strait of Hormuz,14,15,2,3,40,34,74,407949,771032,7386,14577,1424542,1200946,2625488,15342
2024-12-27,2024,12,27,chokepoint6,Strait of Hormuz,19,9,2,2,43,32,75,431714,455219,3144,4074,1801563,894152,2695716,15345
2024-12-28,2024,12,28,chokepoint6,Strait of Hormuz,17,13,3,2,30,35,65,435221,469300,8215,0,841591,912737,1754328,15348
2024-12-29,2024,12,29,chokepoint6,Strait of Hormuz,12,4,3,1,41,20,61,244723,202992,3413,0,2558942,451129,3010071,15351
2024-12-30,2024,12,30,chokepoint6,Strait of Hormuz,19,18,6,5,43,48,91,509597,495906,24023,8798,1331684,1038326,2370010,15354
2024-12-31,2024,12,31,chokepoint6,Strait of Hormuz,16,17,4,0,44,37,81,477364,654368,31394,0,1863541,1163126,3026668,15357
2025-01-01,2025,1,1,chokepoint6,Strait of Hormuz,16,13,2,2,46,33,79,330707,361646,8762,0,2349615,701117,3050732,15360
2025-01-02,2025,1,2,chokepoint6,Strait of Hormuz,14,7,3,4,35,28,63,409506,359623,7973,8368,1547064,785472,2332537,15363
2025-01-03,2025,1,3,chokepoint6,Strait of Hormuz,16,9,6,3,44,34,78,494210,232045,43667,13983,2499540,783905,3283445,15374
2025-01-04,2025,1,4,chokepoint6,Strait of Hormuz,18,16,2,2,42,38,80,621943,698217,3040,1566,1855910,1324767,3180677,15376
2025-01-05,2025,1,5,chokepoint6,Strait of Hormuz,11,7,3,1,41,22,63,181780,154878,31646,5411,1808459,373717,2182176,15378
2025-01-06,2025,1,6,chokepoint6,Strait of Hormuz,17,11,3,2,32,33,65,584968,505121,19474,0,1158609,1109564,2268174,15381
2025-01-07,2025,1,7,chokepoint6,Strait of Hormuz,10,14,3,4,40,31,71,427114,580519,20448,6640,2157756,1034724,3192480,15384
2025-01-08,2025,1,8,chokepoint6,Strait of Hormuz,20,13,4,2,30,39,69,449618,429877,15719,5158,780578,900373,1680951,15387
2025-01-09,2025,1,9,chokepoint6,Strait of Hormuz,12,14,3,4,41,33,74,391366,620251,12673,7642,1903728,1031934,2935662,15390
2025-01-10,2025,1,10,chokepoint6,Strait of Hormuz,13,12,5,1,40,31,71,324085,308840,27095,2981,2435156,663002,3098159,15393
2025-01-11,2025,1,11,chokepoint6,Strait of Hormuz,19,11,1,2,57,33,90,351099,310169,7191,3315,3395486,671776,4067263,15396
2025-01-12,2025,1,12,chokepoint6,Strait of Hormuz,15,10,3,6,53,34,87,368287,377636,7985,12287,3086428,766195,3852624,15399
2025-01-13,2025,1,13,chokepoint6,Strait of Hormuz,12,12,5,1,40,30,70,317849,617050,44058,5571,1889459,984530,2873990,15402
2025-01-14,2025,1,14,chokepoint6,Strait of Hormuz,11,11,8,4,31,34,65,267625,471008,14730,5132,1702220,758496,2460716,15405
2025-01-15,2025,1,15,chokepoint6,Strait of Hormuz,14,17,4,4,39,39,78,467271,541019,12333,14114,2264298,1034739,3299038,15408
2025-01-16,2025,1,16,chokepoint6,Strait of Hormuz,21,11,3,4,51,39,90,564988,548956,1811,10334,2264738,1126091,3390829,15411
2025-01-17,2025,1,17,chokepoint6,Strait of Hormuz,15,11,0,3,46,29,75,413644,425634,0,3596,1861905,842876,2704781,15414
2025-01-18,2025,1,18,chokepoint6,Strait of Hormuz,13,8,4,4,40,29,69,364771,160439,18295,9778,2814238,553285,3367524,15424
2025-01-19,2025,1,19,chokepoint6,Strait of Hormuz,14,13,3,4,36,34,70,388022,489050,15711,5263,1394672,898047,2292719,15426
2025-01-20,2025,1,20,chokepoint6,Strait of Hormuz,18,9,2,5,53,34,87,466082,411699,8584,1566,1878684,887933,2766618,15429
